file_name,requirement_id_1,text_1,requirement_id_2,text_2,similarity,signal
2005 - phin.pdf,266176c3ef_R0057,"2.2.1.1 Systems supporting OM must have the capability to capture demographic data about persons involved in an OM investigation, including:",266176c3ef_R0062,"2.2.1.4 Systems supporting OM must have the capability to capture data about any animals involved in an OM investigation, including:",0.8096,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0195,5.2.2.43 An audible and visual indication of an incoming call shall be provided.,3712be5ebe_R0365,A short audible and visual indication of the incoming call shall be provided.,0.8094,number_mismatch
2004 - rlcs.pdf,d9e6063902_R0297,The processing code at the FCU and DCU controllers shall be resident in non-volatile memory .,d9e6063902_R0299,3.5.2.2 The application software processing code and application software data such as login information at the FCU and DCU controllers shall be resident in non-volatile memory.,0.8093,number_mismatch
2006 - eirene sys 15.pdf,5c9aabb311_R0333,"A group call controller who wishes to start talking (except in the case of an originator, a joiner or a re-joiner speaking for the first time5) shall indicate his wish, for example by pressing the PTT button, whereupon the 3-digit DTMF sequence “# # #” shall be transferred.",5c9aabb311_R0335,"Any group call controller who wishes to stop talking shall indicate his wish, for example by releasing the PTT button, whereupon the 3-digit DTMF sequence “#**”",0.8081,negation_mismatch
2006 - eirene sys 15.pdf,5c9aabb311_R0541,"If no shunting group ID is activated, the operational radio shall initiate a “regular shunting mode ON” procedure as detailed in table 14-1.",5c9aabb311_R0555,"If no shunting group ID is activated, the Cab radio shall initiate a “regular shunting mode ON” procedure as shown in table 14-7.",0.808,number_mismatch
2001 - hats.pdf,502e30223d_R0184,[SRSreq 19] The Application/Save menu item shall provide an interface for saving application configuration information.,502e30223d_R0185,[SRSreq 20] The Application/Save-as menu item shall provide an interface for saving an application and its associated files under a different name.,0.8067,number_mismatch
2005 - clarus low.pdf,cec50ac98a_R0328,"H-120 The Clarus system shall acquire, process, and disseminate environmental metadata.",cec50ac98a_R0490,"H-020 The Clarus system shall acquire, process, and disseminate environmental data.",0.806,number_mismatch
2005 - clarus low.pdf,cec50ac98a_R0266,"The Clarus system shall acquire, process, and disseminate environmental data.",cec50ac98a_R0328,"H-120 The Clarus system shall acquire, process, and disseminate environmental metadata.",0.806,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0402,"The TCS shall be in compliance with Common Imagery Ground Surface Station (CIGSS), United States Imagery Standards (USIS), Video Working Group Standards Architecture, National Imagery Transmission Format (NITF) Version 2.0, and Global Command Control Systems (GCCS) when processing payload imagery data.",cac3ac0306_R1101,"The TCS shall be in compliance with Common Imagery Ground Surface Station (CIGSS), United SSS408 States Imagery Standards (USIS), and GCCS when processing payload imagery data.",0.805,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0656,The TCS shall comply with the Assistant Secretary of Defense (C3I) Joint Technical Architecture (JTA).,cac3ac0306_R1273,"This includes, but is not limited to, the language, the computer, database, architecture, and The TCS shall comply with the Assistant Secretary of Defense (C3I) Joint Technical Architecture interoperability.",0.805,negation_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0195,5.2.2.43 An audible and visual indication of an incoming call shall be provided.,3712be5ebe_R0444,7.2.2.13 An audible and visual indication of an incoming call shall be provided.,0.8041,number_mismatch
2007 - eirene fun 7.pdf,3712be5ebe_R0207,"5.2.2.54 In a group call, an audible and visual indication of whether the request to talk was successful shall be provided.",3712be5ebe_R0453,"7.2.2.21 In a group call, an audible and visual indication of whether the request was successful shall be provided.",0.8035,number_mismatch
2001 - hats.pdf,502e30223d_R0255,"[SRSreq 71] When a user selects the File/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation.",502e30223d_R0277,"[SRSreq 78] When a user selects the Application/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation.",0.8029,number_mismatch
1999 - tcs.pdf,cac3ac0306_R0299,"3.2.1.1.1 Map Display Task The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known fire support coordination zones [SSS549], airspace control zones [SSS550], threat systems",cac3ac0306_R1018,SSS550 The TCS shall provide the capability of displaying overlays each containing 100 simultaneous icons of known airspace control zones,0.8023,number_mismatch
2001 - npac.doc,710fbbd28b_R0608,NPAC SMS shall create an old Block with a new version id for an active Block involved in a mass update before applying changes.,710fbbd28b_R0609,NPAC SMS shall broadcast no data to the Local SMSs due to the creation of an old Block with a new version id for an active Block involved in a mass update before applying changes.,0.8011,negation_mismatch
